Code,Title,Description,Severity,Classification
10132,Communication - SOLAS Chapter V,"This is vague; possibly means the requirements for internal communications relevant to navigation (like nav warnings reception or GMDSS – but those have their own codes). Could be used if, e.g., bridge and engine room communications are substandard (no sound-powered phone working and no backup). If bridge-to-engine comm fails (telegraph and phone both dead), that’s extremely serious for maneuvering – likely detainable under this code. Or if navtex not working (which we did under MSI code). It depends. Generally moderate, but specific issues could elevate it.",5,Process
10133,Bridge operation,"A general code possibly used if PSC observes inadequate bridge team management or procedures (like no one monitoring radar in dense traffic, or voyage plan not being followed). It might be cited as an ISM issue (“navigation procedures not followed”). Could arise from a navigation audit by PSC (e.g., during a concentrated inspection campaign). Score 6 – important for safety, though hard for PSC to judge unless something blatant occurs while they’re on the bridge.",6,Process
10134,HSC operation,"High-Speed Craft have special operational requirements (crew training, operational restrictions). If a high-speed ferry is not operating per its permit (say exceeding wave height limits, or crew not HSC certified), PSC will detain it as HSC incidents are high risk. Also, HSC Code requires specific manuals and drills. Score 7 – significant due to high consequences of HSC accidents.",7,Process
10135,Monitoring of voyage or passage plan,"It’s not enough to make a passage plan; the bridge must monitor it (position checks, etc.). If PSC finds officers are not routinely plotting positions or failed to adjust the plan when needed, they might cite this. It’s an ISM-related issue. For instance, after an incident, PSC might list that voyage plan wasn’t updated or monitored. Score 5 – moderate (this often comes out in accident investigations more than PSC inspections).",5,Process
10136,Establishment of working language on board,"SOLAS V/14 mandates a common working language for bridge team and crew, and it should be recorded (often in the log or posted). If crew have no agreed common language, it can cause miscommunication. PSC will check documentation (often “working language: English” posted on bridge). If not posted or crew seem confused, they’ll note it. Low severity (easily clarified).",3,Process
10137,Long-Range Identification and Tracking system (LRIT),"Ships must have LRIT transmitter (sends periodic position to flag/Coastal States via satellite). If it’s not working or not conformance-tested, it’s a security compliance issue (since authorities use it to track ships beyond AIS range). PSC might not detain solely for LRIT, but flag State could invalidate certificates if non-compliant. Some port States (like US) may restrict entry if LRIT off (they use it to monitor approaching ships). Score 4 – mainly an administrative/security issue, not directly safety-critical for the ship itself.",4,Process
10138,Bridge Navigational Watch Alarm System (BNWAS),"(SOLAS V Reg.19) BNWAS (an alarm that ensures the OOW is alert by requiring periodic reset, otherwise it alarms to summon another crew) is required on most ships now. If BNWAS is not fitted or not working, a lone watchkeeper could fall asleep with no alarm – a known cause of groundings. PSC will strongly insist on a functioning BNWAS; many detentions post-2015 include BNWAS not operational (as it is a SOLAS requirement). Score 7 – very important for preventing fatigue-related accidents (basically a safety net if OOW is incapacitated).",7,Process
10199,Other (navigation),"Any other navigational safety issue not covered (perhaps unusual equipment like steering gear backup controls, or ECDIS backup arrangement, etc.). Severity default moderate unless it’s something critical.",6,Process
00011,Life saving appliances,,,Equipment
11101,Lifeboats,"SOLAS requires sufficient, functional lifeboats. If a lifeboat cannot be launched or its engine won’t start, the ship is unseaworthy. PSC will detain the vessel immediately for serious lifeboat deficienci4】. Examples: a holed lifeboat hull, jammed release gear, or a non-starting lifeboat engine each score 10 – in an abandonment, that could cost lives. This is one of the most critical items; in fact, lifeboat issues were the single most common detainable deficiency code in recent data (319 detentions attribute4】.",10,Equipment
11102,Lifeboat inventory,"Lifeboats must carry a specific inventory (flares, food rations, water, first aid kit, compass, etc.). If some items are missing or expired (common: expired pyrotechnics or old food packs), it’s a deficiency. While a lifeboat would still float, lacking these reduces survival time. PSC will require replenishment before sailing – moderately severe because it’s easily fixable by restocking, but important for prolonged survival.",6,Equipment
11103,Stowage and provision of lifeboats,"Lifeboats must be correctly stowed (secured in davits or cradles, covers in place) and of required number/capacity. If, say, a lifeboat is not properly secured and could shift or fall, or if an obstruction prevents it from launching, it’s very serious. Also, each side must have sufficient capacity for all on board. PSC often checks that boat tracks are clear, lashings release quickly, etc. Any impairment in launching arrangements or insufficient capacity is detainable. Score 8.",8,Equipment
